DATE_TIME,PLANT_ID,SOURCE_KEY,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD
24-05-2020 04:00,4135001,bvBOhCH3iADSZry,0,0,0,6376772
24-05-2020 04:15,4135001,bvBOhCH3iADSZry,0,0,0,6376772
24-05-2020 04:30,4135001,bvBOhCH3iADSZry,0,0,0,6376772
24-05-2020 04:45,4135001,bvBOhCH3iADSZry,0,0,0,6376772
24-05-2020 05:00,4135001,bvBOhCH3iADSZry,0,0,0,6376772
24-05-2020 05:15,4135001,bvBOhCH3iADSZry,0,0,0,6376772
24-05-2020 05:30,4135001,bvBOhCH3iADSZry,0,0,0,6376772
24-05-2020 05:45,4135001,bvBOhCH3iADSZry,0,0,0,6376772
24-05-2020 06:00,4135001,bvBOhCH3iADSZry,108,10.42857143,0.714285714,6376772.714
24-05-2020 06:15,4135001,bvBOhCH3iADSZry,373.75,36.125,6.625,6376778.625
24-05-2020 06:30,4135001,bvBOhCH3iADSZry,696,67.48571429,19.14285714,6376791.143
24-05-2020 06:45,4135001,bvBOhCH3iADSZry,1122.75,109.1625,40.75,6376812.75
24-05-2020 07:00,4135001,bvBOhCH3iADSZry,1655.571429,162.0285714,74.85714286,6376846.857
24-05-2020 07:15,4135001,bvBOhCH3iADSZry,2287,224.25,123.25,6376895.25
24-05-2020 07:30,4135001,bvBOhCH3iADSZry,3007.428571,295.2285714,188.7142857,6376960.714
24-05-2020 07:45,4135001,bvBOhCH3iADSZry,3713.5,364.7375,268.375,6377040.375
24-05-2020 08:00,4135001,bvBOhCH3iADSZry,4209.571429,413.2714286,371.8571429,6377143.857
24-05-2020 08:15,4135001,bvBOhCH3iADSZry,4954.75,485.7,482,6377254
24-05-2020 08:30,4135001,bvBOhCH3iADSZry,5868.857143,575.1571429,627.2857143,6377399.286
24-05-2020 08:45,4135001,bvBOhCH3iADSZry,4579.285714,449.0714286,742.2857143,6377514.286
24-05-2020 09:00,4135001,bvBOhCH3iADSZry,7089.125,694.125,882.25,6377654.25
24-05-2020 09:15,4135001,bvBOhCH3iADSZry,7429.428571,727.3428571,1062.428571,6377834.429
24-05-2020 09:30,4135001,bvBOhCH3iADSZry,8139.625,796.5375,1271,6378043
24-05-2020 09:45,4135001,bvBOhCH3iADSZry,6398.428571,626.5,1453.142857,6378225.143
24-05-2020 10:00,4135001,bvBOhCH3iADSZry,5713.75,559.9,1604.875,6378376.875
24-05-2020 10:15,4135001,bvBOhCH3iADSZry,9503,927.7571429,1771.857143,6378543.857
24-05-2020 10:30,4135001,bvBOhCH3iADSZry,9498.5,927.925,2009.375,6378781.375
24-05-2020 10:45,4135001,bvBOhCH3iADSZry,11818.85714,1152.514286,2277.428571,6379049.429
24-05-2020 11:00,4135001,bvBOhCH3iADSZry,10588.25,1033.7625,2549.25,6379321.25
24-05-2020 11:15,4135001,bvBOhCH3iADSZry,10768.71429,1051.1,2809,6379581
24-05-2020 11:30,4135001,bvBOhCH3iADSZry,11654.25,1137.0375,3094.875,6379866.875
24-05-2020 11:45,4135001,bvBOhCH3iADSZry,11428.42857,1114.714286,3381,6380153
24-05-2020 12:00,4135001,bvBOhCH3iADSZry,10278.5,1003.6,3631.375,6380403.375
24-05-2020 12:15,4135001,bvBOhCH3iADSZry,11562.71429,1128.342857,3907.428571,6380679.429
24-05-2020 12:30,4135001,bvBOhCH3iADSZry,10520.375,1026.95,4172.75,6380944.75
24-05-2020 12:45,4135001,bvBOhCH3iADSZry,11412.71429,1114.771429,4441.857143,6381213.857
24-05-2020 13:00,4135001,bvBOhCH3iADSZry,11219.57143,1096.342857,4700.285714,6381472.286
24-05-2020 13:15,4135001,bvBOhCH3iADSZry,10822.75,1057.75,4971,6381743
24-05-2020 13:30,4135001,bvBOhCH3iADSZry,6844,669.5,5192,6381964
24-05-2020 13:45,4135001,bvBOhCH3iADSZry,10890.5,1064.325,5423.625,6382195.625
24-05-2020 14:00,4135001,bvBOhCH3iADSZry,7246.857143,709.3571429,5642.571429,6382414.571
24-05-2020 14:15,4135001,bvBOhCH3iADSZry,8933.375,873.7,5840.625,6382612.625
24-05-2020 14:30,4135001,bvBOhCH3iADSZry,6492,635.7,6034.714286,6382806.714
24-05-2020 14:45,4135001,bvBOhCH3iADSZry,9130.5,893.1375,6207.375,6382979.375
24-05-2020 15:00,4135001,bvBOhCH3iADSZry,7718.285714,755.4571429,6408.285714,6383180.286
24-05-2020 15:15,4135001,bvBOhCH3iADSZry,5149.375,504.475,6566.375,6383338.375
24-05-2020 15:30,4135001,bvBOhCH3iADSZry,3200.857143,314.0857143,6680,6383452
24-05-2020 15:45,4135001,bvBOhCH3iADSZry,2954,289.725,6768,6383540
24-05-2020 16:00,4135001,bvBOhCH3iADSZry,4997.142857,489.6571429,6848.428571,6383620.429
24-05-2020 16:15,4135001,bvBOhCH3iADSZry,4387.75,430.1375,6973.5,6383745.5
24-05-2020 16:30,4135001,bvBOhCH3iADSZry,3356,329.1285714,7068.857143,6383840.857
24-05-2020 16:45,4135001,bvBOhCH3iADSZry,4083,400.9875,7151.625,6383923.625
24-05-2020 17:00,4135001,bvBOhCH3iADSZry,3706.285714,364.2857143,7248.428571,6384020.429
24-05-2020 17:15,4135001,bvBOhCH3iADSZry,2465.714286,241.8,7320.428571,6384092.429
24-05-2020 17:30,4135001,bvBOhCH3iADSZry,1633.5,159.775,7369.75,6384141.75
24-05-2020 17:45,4135001,bvBOhCH3iADSZry,1023.142857,99.41428571,7402.857143,6384174.857
24-05-2020 18:00,4135001,bvBOhCH3iADSZry,575.375,55.7,7422.375,6384194.375
24-05-2020 18:15,4135001,bvBOhCH3iADSZry,346.2857143,33.45714286,7433.285714,6384205.286
24-05-2020 18:30,4135001,bvBOhCH3iADSZry,142.875,13.775,7439,6384211
24-05-2020 18:45,4135001,bvBOhCH3iADSZry,0,0,7440,6384212
24-05-2020 19:00,4135001,bvBOhCH3iADSZry,0,0,7440,6384212
24-05-2020 19:15,4135001,bvBOhCH3iADSZry,0,0,7440,6384212
24-05-2020 19:30,4135001,bvBOhCH3iADSZry,0,0,7440,6384212
24-05-2020 19:45,4135001,bvBOhCH3iADSZry,0,0,7440,6384212
24-05-2020 20:00,4135001,bvBOhCH3iADSZry,0,0,7440,6384212
24-05-2020 20:15,4135001,bvBOhCH3iADSZry,0,0,7440,6384212
24-05-2020 20:30,4135001,bvBOhCH3iADSZry,0,0,7440,6384212
24-05-2020 20:45,4135001,bvBOhCH3iADSZry,0,0,7440,6384212
24-05-2020 21:00,4135001,bvBOhCH3iADSZry,0,0,7440,6384212
24-05-2020 21:15,4135001,bvBOhCH3iADSZry,0,0,7440,6384212
24-05-2020 21:30,4135001,bvBOhCH3iADSZry,0,0,7440,6384212
24-05-2020 21:45,4135001,bvBOhCH3iADSZry,0,0,7440,6384212
24-05-2020 22:00,4135001,bvBOhCH3iADSZry,0,0,7440,6384212
24-05-2020 22:15,4135001,bvBOhCH3iADSZry,0,0,7440,6384212
24-05-2020 22:30,4135001,bvBOhCH3iADSZry,0,0,7440,6384212
24-05-2020 22:45,4135001,bvBOhCH3iADSZry,0,0,7440,6384212
24-05-2020 23:00,4135001,bvBOhCH3iADSZry,0,0,7440,6384212
24-05-2020 23:15,4135001,bvBOhCH3iADSZry,0,0,7440,6384212
24-05-2020 23:30,4135001,bvBOhCH3iADSZry,0,0,7440,6384212
24-05-2020 23:45,4135001,bvBOhCH3iADSZry,0,0,3720,6384212
25-05-2020 00:00,4135001,bvBOhCH3iADSZry,0,0,0,6384212
25-05-2020 00:15,4135001,bvBOhCH3iADSZry,0,0,0,6384212
25-05-2020 00:30,4135001,bvBOhCH3iADSZry,0,0,0,6384212
25-05-2020 00:45,4135001,bvBOhCH3iADSZry,0,0,0,6384212
25-05-2020 01:00,4135001,bvBOhCH3iADSZry,0,0,0,6384212
25-05-2020 01:15,4135001,bvBOhCH3iADSZry,0,0,0,6384212
25-05-2020 01:30,4135001,bvBOhCH3iADSZry,0,0,0,6384212
25-05-2020 01:45,4135001,bvBOhCH3iADSZry,0,0,0,6384212
25-05-2020 02:00,4135001,bvBOhCH3iADSZry,0,0,0,6384212
25-05-2020 02:15,4135001,bvBOhCH3iADSZry,0,0,0,6384212
25-05-2020 02:30,4135001,bvBOhCH3iADSZry,0,0,0,6384212
25-05-2020 02:45,4135001,bvBOhCH3iADSZry,0,0,0,6384212
25-05-2020 03:00,4135001,bvBOhCH3iADSZry,0,0,0,6384212
25-05-2020 03:15,4135001,bvBOhCH3iADSZry,0,0,0,6384212
25-05-2020 03:30,4135001,bvBOhCH3iADSZry,0,0,0,6384212
25-05-2020 03:45,4135001,bvBOhCH3iADSZry,0,0,0,6384212
25-05-2020 04:00,4135001,bvBOhCH3iADSZry,0,0,0,6384212
25-05-2020 04:15,4135001,bvBOhCH3iADSZry,0,0,0,6384212
25-05-2020 04:30,4135001,bvBOhCH3iADSZry,0,0,0,6384212
25-05-2020 04:45,4135001,bvBOhCH3iADSZry,0,0,0,6384212
25-05-2020 05:00,4135001,bvBOhCH3iADSZry,0,0,0,6384212
25-05-2020 05:15,4135001,bvBOhCH3iADSZry,0,0,0,6384212
25-05-2020 06:15,4135001,bvBOhCH3iADSZry,375.625,36.3,2.75,6384214.75
25-05-2020 06:30,4135001,bvBOhCH3iADSZry,669.7142857,64.88571429,15.14285714,6384227.143
25-05-2020 06:45,4135001,bvBOhCH3iADSZry,1098.875,106.8125,36.375,6384248.375
25-05-2020 07:00,4135001,bvBOhCH3iADSZry,1622.428571,158.7714286,69.85714286,6384281.857
25-05-2020 07:15,4135001,bvBOhCH3iADSZry,2300.75,225.5875,117.75,6384329.75
25-05-2020 07:30,4135001,bvBOhCH3iADSZry,2434.142857,238.6857143,176,6384388
25-05-2020 07:45,4135001,bvBOhCH3iADSZry,3329.875,327.0875,245.25,6384457.25
25-05-2020 08:00,4135001,bvBOhCH3iADSZry,3868.857143,379.7142857,336.8571429,6384548.857
25-05-2020 08:15,4135001,bvBOhCH3iADSZry,5566.625,545.575,454.875,6384666.875
25-05-2020 08:30,4135001,bvBOhCH3iADSZry,6238,611.1571429,598.7142857,6384810.714
25-05-2020 08:45,4135001,bvBOhCH3iADSZry,6927.875,678.5125,759.375,6384971.375
25-05-2020 09:00,4135001,bvBOhCH3iADSZry,7710,754.7714286,941.1428571,6385153.143
25-05-2020 09:15,4135001,bvBOhCH3iADSZry,8304.375,812.725,1140.75,6385352.75
25-05-2020 09:30,4135001,bvBOhCH3iADSZry,8857.571429,866.6142857,1350,6385562
25-05-2020 09:45,4135001,bvBOhCH3iADSZry,9366.571429,916.1571429,1559,6385771
25-05-2020 10:00,4135001,bvBOhCH3iADSZry,9771.5,955.55,1792.625,6386004.625
25-05-2020 10:15,4135001,bvBOhCH3iADSZry,10095.42857,987.0857143,2035.571429,6386247.571
25-05-2020 10:30,4135001,bvBOhCH3iADSZry,10402.875,1016.9375,2285.625,6386497.625
25-05-2020 10:45,4135001,bvBOhCH3iADSZry,10674,1043.314286,2543.428571,6386755.429
25-05-2020 11:00,4135001,bvBOhCH3iADSZry,10899.375,1065.2125,2807.125,6387019.125
25-05-2020 11:15,4135001,bvBOhCH3iADSZry,11121.28571,1086.771429,3082.285714,6387294.286
25-05-2020 11:30,4135001,bvBOhCH3iADSZry,11250.625,1099.3125,3358.25,6387570.25
25-05-2020 11:45,4135001,bvBOhCH3iADSZry,11400.42857,1113.557143,3634.714286,6387846.714
25-05-2020 12:00,4135001,bvBOhCH3iADSZry,11486.125,1121.5,3914.125,6388126.125
25-05-2020 12:15,4135001,bvBOhCH3iADSZry,11524.57143,1124.8,4195.428571,6388407.429
25-05-2020 12:30,4135001,bvBOhCH3iADSZry,11505.75,1123.15,4476.875,6388688.875
25-05-2020 12:45,4135001,bvBOhCH3iADSZry,11372.85714,1111.214286,4755.857143,6388967.857
25-05-2020 13:00,4135001,bvBOhCH3iADSZry,11231.5,1097.4625,5032.5,6389244.5
25-05-2020 13:15,4135001,bvBOhCH3iADSZry,10928.42857,1068.042857,5306.714286,6389518.714
25-05-2020 13:30,4135001,bvBOhCH3iADSZry,10403.875,1017.05,5573.5,6389785.5
25-05-2020 13:45,4135001,bvBOhCH3iADSZry,10637.85714,1039.814286,5829.142857,6390041.143
25-05-2020 14:00,4135001,bvBOhCH3iADSZry,10418.14286,1018.414286,6069,6390281
25-05-2020 14:15,4135001,bvBOhCH3iADSZry,9720.375,950.6125,6315.875,6390527.875
25-05-2020 14:30,4135001,bvBOhCH3iADSZry,9690,947.6285714,6553,6390765
25-05-2020 14:45,4135001,bvBOhCH3iADSZry,8219.875,804.1625,6782,6390994
25-05-2020 15:00,4135001,bvBOhCH3iADSZry,9270.714286,906.8571429,6986.857143,6391198.857
25-05-2020 15:15,4135001,bvBOhCH3iADSZry,8337.875,815.9875,7203,6391415
25-05-2020 15:30,4135001,bvBOhCH3iADSZry,7807.142857,764.2285714,7401,6391613.714
25-05-2020 15:45,4135001,bvBOhCH3iADSZry,7444.75,728.875,7594.625,6391806.625
25-05-2020 16:00,4135001,bvBOhCH3iADSZry,7049.142857,690.3142857,7777.142857,6391989.143
25-05-2020 16:15,4135001,bvBOhCH3iADSZry,4064.125,399.175,7906.875,6392118.875
25-05-2020 16:30,4135001,bvBOhCH3iADSZry,1842,180.2428571,7984,6392196
25-05-2020 16:45,4135001,bvBOhCH3iADSZry,1230.125,119.6375,8018.375,6392230.375
25-05-2020 17:00,4135001,bvBOhCH3iADSZry,1049.571429,102,8046.285714,6392258.286
25-05-2020 17:15,4135001,bvBOhCH3iADSZry,903.75,87.7625,8070.5,6392282.5
25-05-2020 17:30,4135001,bvBOhCH3iADSZry,659,63.78571429,8089.571429,6392301.571
25-05-2020 17:45,4135001,bvBOhCH3iADSZry,457.875,44.2875,8102.875,6392314.875
25-05-2020 18:00,4135001,bvBOhCH3iADSZry,395.5714286,38.22857143,8113.714286,6392325.714
25-05-2020 18:15,4135001,bvBOhCH3iADSZry,213.1428571,20.58571429,8120.571429,6392332.571
25-05-2020 18:30,4135001,bvBOhCH3iADSZry,36.875,3.575,8123.75,6392335.75
25-05-2020 18:45,4135001,bvBOhCH3iADSZry,0,0,8124,6392336
25-05-2020 19:00,4135001,bvBOhCH3iADSZry,0,0,8124,6392336
25-05-2020 19:15,4135001,bvBOhCH3iADSZry,0,0,8124,6392336
25-05-2020 19:30,4135001,bvBOhCH3iADSZry,0,0,8124,6392336
25-05-2020 19:45,4135001,bvBOhCH3iADSZry,0,0,8124,6392336
25-05-2020 20:00,4135001,bvBOhCH3iADSZry,0,0,8124,6392336
25-05-2020 20:15,4135001,bvBOhCH3iADSZry,0,0,8124,6392336
25-05-2020 20:30,4135001,bvBOhCH3iADSZry,0,0,8124,6392336
25-05-2020 20:45,4135001,bvBOhCH3iADSZry,0,0,8124,6392336
25-05-2020 21:00,4135001,bvBOhCH3iADSZry,0,0,8124,6392336
25-05-2020 21:15,4135001,bvBOhCH3iADSZry,0,0,8124,6392336
25-05-2020 21:30,4135001,bvBOhCH3iADSZry,0,0,8124,6392336
25-05-2020 21:45,4135001,bvBOhCH3iADSZry,0,0,8124,6392336
25-05-2020 22:00,4135001,bvBOhCH3iADSZry,0,0,8124,6392336
25-05-2020 22:15,4135001,bvBOhCH3iADSZry,0,0,8124,6392336
25-05-2020 22:30,4135001,bvBOhCH3iADSZry,0,0,8124,6392336
25-05-2020 22:45,4135001,bvBOhCH3iADSZry,0,0,8124,6392336
25-05-2020 23:00,4135001,bvBOhCH3iADSZry,0,0,8124,6392336
25-05-2020 23:15,4135001,bvBOhCH3iADSZry,0,0,8124,6392336
25-05-2020 23:30,4135001,bvBOhCH3iADSZry,0,0,8124,6392336
25-05-2020 23:45,4135001,bvBOhCH3iADSZry,0,0,4062,6392336
26-05-2020 00:00,4135001,bvBOhCH3iADSZry,0,0,0,6392336
26-05-2020 00:15,4135001,bvBOhCH3iADSZry,0,0,0,6392336
26-05-2020 00:30,4135001,bvBOhCH3iADSZry,0,0,0,6392336
26-05-2020 00:45,4135001,bvBOhCH3iADSZry,0,0,0,6392336
26-05-2020 01:00,4135001,bvBOhCH3iADSZry,0,0,0,6392336
26-05-2020 01:15,4135001,bvBOhCH3iADSZry,0,0,0,6392336
26-05-2020 01:30,4135001,bvBOhCH3iADSZry,0,0,0,6392336
26-05-2020 01:45,4135001,bvBOhCH3iADSZry,0,0,0,6392336
26-05-2020 02:00,4135001,bvBOhCH3iADSZry,0,0,0,6392336
26-05-2020 02:15,4135001,bvBOhCH3iADSZry,0,0,0,6392336
26-05-2020 02:30,4135001,bvBOhCH3iADSZry,0,0,0,6392336
26-05-2020 02:45,4135001,bvBOhCH3iADSZry,0,0,0,6392336
26-05-2020 03:00,4135001,bvBOhCH3iADSZry,0,0,0,6392336
26-05-2020 03:15,4135001,bvBOhCH3iADSZry,0,0,0,6392336
26-05-2020 03:30,4135001,bvBOhCH3iADSZry,0,0,0,6392336
26-05-2020 03:45,4135001,bvBOhCH3iADSZry,0,0,0,6392336
26-05-2020 04:00,4135001,bvBOhCH3iADSZry,0,0,0,6392336
26-05-2020 04:15,4135001,bvBOhCH3iADSZry,0,0,0,6392336
26-05-2020 04:30,4135001,bvBOhCH3iADSZry,0,0,0,6392336
26-05-2020 04:45,4135001,bvBOhCH3iADSZry,0,0,0,6392336
26-05-2020 05:00,4135001,bvBOhCH3iADSZry,0,0,0,6392336
26-05-2020 05:15,4135001,bvBOhCH3iADSZry,0,0,0,6392336
26-05-2020 05:30,4135001,bvBOhCH3iADSZry,0,0,0,6392336
26-05-2020 05:45,4135001,bvBOhCH3iADSZry,0,0,0,6392336
26-05-2020 06:00,4135001,bvBOhCH3iADSZry,128.375,12.4,0.875,6392336.875
26-05-2020 06:15,4135001,bvBOhCH3iADSZry,391,37.78571429,6.714285714,6392342.714
26-05-2020 06:30,4135001,bvBOhCH3iADSZry,695.1428571,67.32857143,18.85714286,6392354.857
26-05-2020 06:45,4135001,bvBOhCH3iADSZry,1127.375,109.6,40.25,6392376.25
26-05-2020 07:00,4135001,bvBOhCH3iADSZry,1705,166.8857143,75.57142857,6392411.571
26-05-2020 07:15,4135001,bvBOhCH3iADSZry,2387.75,234.15,125.625,6392461.625
26-05-2020 07:30,4135001,bvBOhCH3iADSZry,3101.714286,304.6,192.7142857,6392528.714
26-05-2020 07:45,4135001,bvBOhCH3iADSZry,3915,384.7,278.75,6392614.75
26-05-2020 08:00,4135001,bvBOhCH3iADSZry,4719.285714,462.9,384.2857143,6392720.286
26-05-2020 08:15,4135001,bvBOhCH3iADSZry,5507.125,539.7625,509.5,6392845.5
26-05-2020 08:30,4135001,bvBOhCH3iADSZry,6267.428571,614.0571429,653.4285714,6392989.429
26-05-2020 08:45,4135001,bvBOhCH3iADSZry,6962.875,681.925,814.875,6393150.875
26-05-2020 09:00,4135001,bvBOhCH3iADSZry,7599,743.9857143,992.8571429,6393328.857
26-05-2020 09:15,4135001,bvBOhCH3iADSZry,8206.375,803.1625,1191,6393527
26-05-2020 09:30,4135001,bvBOhCH3iADSZry,8783.142857,859.3571429,1400.142857,6393736.143
26-05-2020 09:45,4135001,bvBOhCH3iADSZry,8222.625,804.625,1620.5,6393956.5
26-05-2020 10:00,4135001,bvBOhCH3iADSZry,9890.571429,967.1428571,1829.714286,6394165.714
26-05-2020 10:15,4135001,bvBOhCH3iADSZry,8431.75,824.325,2055,6394391
26-05-2020 10:30,4135001,bvBOhCH3iADSZry,11018,1074.685714,2287.428571,6394623.429
26-05-2020 10:45,4135001,bvBOhCH3iADSZry,10554.57143,1030.114286,2546.857143,6394882.857
26-05-2020 11:00,4135001,bvBOhCH3iADSZry,11895.125,1160.1,2815.125,6395151.125
26-05-2020 11:15,4135001,bvBOhCH3iADSZry,7443,728.2285714,3086.571429,6395422.571
26-05-2020 11:30,4135001,bvBOhCH3iADSZry,8956.125,874.975,3285.625,6395621.625
26-05-2020 11:45,4135001,bvBOhCH3iADSZry,10633,1037.957143,3530.571429,6395866.571
26-05-2020 12:00,4135001,bvBOhCH3iADSZry,9489,926.5625,3747.25,6396083.25
26-05-2020 12:15,4135001,bvBOhCH3iADSZry,11830.14286,1153.828571,4028.142857,6396364.143
26-05-2020 12:30,4135001,bvBOhCH3iADSZry,6348.25,621.4875,4236.375,6396572.375
26-05-2020 12:45,4135001,bvBOhCH3iADSZry,10747.14286,1048.885714,4476.428571,6396812.429
26-05-2020 13:00,4135001,bvBOhCH3iADSZry,7691.5,751.775,4722.5,6397058.5
26-05-2020 13:15,4135001,bvBOhCH3iADSZry,8409.714286,821.6571429,4871,6397207
26-05-2020 13:30,4135001,bvBOhCH3iADSZry,11749.75,1146.25,5140.625,6397476.625
26-05-2020 13:45,4135001,bvBOhCH3iADSZry,11199.42857,1094.042857,5418.428571,6397754.429
26-05-2020 14:00,4135001,bvBOhCH3iADSZry,7561.25,739.9875,5652,6397988
26-05-2020 14:15,4135001,bvBOhCH3iADSZry,3278.285714,322.0714286,5779,6398115
26-05-2020 14:30,4135001,bvBOhCH3iADSZry,8277.714286,809.9142857,5926,6398262
26-05-2020 14:45,4135001,bvBOhCH3iADSZry,5273.875,517.1125,6068.125,6398404.125
26-05-2020 15:00,4135001,bvBOhCH3iADSZry,4013.285714,394,6183.428571,6398519.429
26-05-2020 15:15,4135001,bvBOhCH3iADSZry,3343.5,328.3875,6270.125,6398606.125
26-05-2020 15:30,4135001,bvBOhCH3iADSZry,8494.285714,831.1857143,6414,6398750
26-05-2020 15:45,4135001,bvBOhCH3iADSZry,7326.875,717.3875,6611.5,6398947.5
26-05-2020 16:00,4135001,bvBOhCH3iADSZry,4485.142857,439.9857143,6754.571429,6399090.571
26-05-2020 16:15,4135001,bvBOhCH3iADSZry,5735.375,562.1125,6884.5,6399220.5
26-05-2020 16:30,4135001,bvBOhCH3iADSZry,4959,486.2571429,7015.285714,6399351.286
26-05-2020 16:45,4135001,bvBOhCH3iADSZry,5397.375,529.05,7140.5,6399476.5
26-05-2020 17:00,4135001,bvBOhCH3iADSZry,3868.142857,379.5142857,7265.571429,6399601.571
26-05-2020 17:15,4135001,bvBOhCH3iADSZry,947,92.0875,7319.875,6399655.875
26-05-2020 17:30,4135001,bvBOhCH3iADSZry,607.8571429,58.82857143,7338,6399674
26-05-2020 17:45,4135001,bvBOhCH3iADSZry,478,46.225,7350.75,6399686.75
26-05-2020 18:00,4135001,bvBOhCH3iADSZry,341,32.95714286,7360.571429,6399696.571
26-05-2020 18:15,4135001,bvBOhCH3iADSZry,0,0,7364,6399700
26-05-2020 18:30,4135001,bvBOhCH3iADSZry,0,0,0,6399700
26-05-2020 18:45,4135001,bvBOhCH3iADSZry,0,0,0,6399700
26-05-2020 19:00,4135001,bvBOhCH3iADSZry,0,0,0,6399700
26-05-2020 19:15,4135001,bvBOhCH3iADSZry,0,0,0,6399700
26-05-2020 19:30,4135001,bvBOhCH3iADSZry,0,0,0,6399700
26-05-2020 19:45,4135001,bvBOhCH3iADSZry,0,0,0,6399700
26-05-2020 20:00,4135001,bvBOhCH3iADSZry,0,0,0,6399700
26-05-2020 20:15,4135001,bvBOhCH3iADSZry,0,0,0,6399700
26-05-2020 20:30,4135001,bvBOhCH3iADSZry,0,0,0,6399700
26-05-2020 20:45,4135001,bvBOhCH3iADSZry,0,0,0,6399700
26-05-2020 21:00,4135001,bvBOhCH3iADSZry,0,0,0,6399700
26-05-2020 21:15,4135001,bvBOhCH3iADSZry,0,0,0,6399700
26-05-2020 21:30,4135001,bvBOhCH3iADSZry,0,0,0,6399700
26-05-2020 21:45,4135001,bvBOhCH3iADSZry,0,0,0,6399700
26-05-2020 22:00,4135001,bvBOhCH3iADSZry,0,0,0,6399700
26-05-2020 22:15,4135001,bvBOhCH3iADSZry,0,0,0,6399700
26-05-2020 22:30,4135001,bvBOhCH3iADSZry,0,0,0,6399700
26-05-2020 22:45,4135001,bvBOhCH3iADSZry,0,0,0,6399700
26-05-2020 23:00,4135001,bvBOhCH3iADSZry,0,0,0,6399700
26-05-2020 23:15,4135001,bvBOhCH3iADSZry,0,0,0,6399700
26-05-2020 23:30,4135001,bvBOhCH3iADSZry,0,0,0,6399700
26-05-2020 23:45,4135001,bvBOhCH3iADSZry,0,0,0,6399700
27-05-2020 00:00,4135001,bvBOhCH3iADSZry,0,0,0,6399700
27-05-2020 00:15,4135001,bvBOhCH3iADSZry,0,0,0,6399700
27-05-2020 00:30,4135001,bvBOhCH3iADSZry,0,0,0,6399700
27-05-2020 00:45,4135001,bvBOhCH3iADSZry,0,0,0,6399700
27-05-2020 01:00,4135001,bvBOhCH3iADSZry,0,0,0,6399700
27-05-2020 01:15,4135001,bvBOhCH3iADSZry,0,0,0,6399700
27-05-2020 01:30,4135001,bvBOhCH3iADSZry,0,0,0,6399700
27-05-2020 01:45,4135001,bvBOhCH3iADSZry,0,0,0,6399700
27-05-2020 02:00,4135001,bvBOhCH3iADSZry,0,0,0,6399700
27-05-2020 02:15,4135001,bvBOhCH3iADSZry,0,0,0,6399700
27-05-2020 02:30,4135001,bvBOhCH3iADSZry,0,0,0,6399700
27-05-2020 02:45,4135001,bvBOhCH3iADSZry,0,0,0,6399700
27-05-2020 03:00,4135001,bvBOhCH3iADSZry,0,0,0,6399700
27-05-2020 03:15,4135001,bvBOhCH3iADSZry,0,0,0,6399700
27-05-2020 03:30,4135001,bvBOhCH3iADSZry,0,0,0,6399700
27-05-2020 03:45,4135001,bvBOhCH3iADSZry,0,0,0,6399700
27-05-2020 04:00,4135001,bvBOhCH3iADSZry,0,0,0,6399700
27-05-2020 04:15,4135001,bvBOhCH3iADSZry,0,0,0,6399700
27-05-2020 04:30,4135001,bvBOhCH3iADSZry,0,0,0,6399700
27-05-2020 04:45,4135001,bvBOhCH3iADSZry,0,0,0,6399700
27-05-2020 05:00,4135001,bvBOhCH3iADSZry,0,0,0,6399700
27-05-2020 05:15,4135001,bvBOhCH3iADSZry,0,0,0,6399700
27-05-2020 05:30,4135001,bvBOhCH3iADSZry,0,0,0,6399700
27-05-2020 05:45,4135001,bvBOhCH3iADSZry,0,0,0,6399700
27-05-2020 06:00,4135001,bvBOhCH3iADSZry,129,12.45714286,0.285714286,6399700.286
27-05-2020 06:15,4135001,bvBOhCH3iADSZry,350.375,33.85,6,6399706
27-05-2020 06:30,4135001,bvBOhCH3iADSZry,772.4285714,74.91428571,18.57142857,6399718.571
27-05-2020 06:45,4135001,bvBOhCH3iADSZry,1410.125,137.5375,45.25,6399745.25
27-05-2020 07:00,4135001,bvBOhCH3iADSZry,1843,180.6571429,86,6399786
27-05-2020 07:15,4135001,bvBOhCH3iADSZry,1889.75,184.9625,129.25,6399829.25
27-05-2020 07:30,4135001,bvBOhCH3iADSZry,3050.142857,299.4428571,189.4285714,6399889.429
27-05-2020 07:45,4135001,bvBOhCH3iADSZry,3751.25,368.5625,273.125,6399973.125
27-05-2020 08:00,4135001,bvBOhCH3iADSZry,4542,445.5714286,373.7142857,6400073.714
27-05-2020 08:15,4135001,bvBOhCH3iADSZry,5670.125,555.6875,499.375,6400199.375
27-05-2020 08:30,4135001,bvBOhCH3iADSZry,4887,479.4142857,628.4285714,6400328.429
27-05-2020 08:45,4135001,bvBOhCH3iADSZry,7077.375,693.0625,784.625,6400484.625
27-05-2020 09:00,4135001,bvBOhCH3iADSZry,7576.714286,741.7142857,963.2857143,6400663.286
27-05-2020 09:15,4135001,bvBOhCH3iADSZry,7636.285714,747.5285714,1126.142857,6400826.143
27-05-2020 09:30,4135001,bvBOhCH3iADSZry,6339,620.9625,1299.75,6400999.75
27-05-2020 09:45,4135001,bvBOhCH3iADSZry,9795,957.7428571,1498.285714,6401198.286
27-05-2020 10:00,4135001,bvBOhCH3iADSZry,9101.75,890.25,1750.75,6401450.75
